Timestamp,Open,High,Low,Close,Volume
2018-01-02,4.78,4.86,4.66,4.72,1362600
2018-01-03,4.8,4.83,4.67,4.77,820900
2018-01-04,4.8,4.85,4.78,4.79,4308400
2018-01-05,4.68,4.7,4.63,4.69,171000
2018-01-08,4.7,4.77,4.69,4.75,283800
2018-01-09,4.76,4.77,4.71,4.72,135000
2018-01-10,4.72,4.74,4.68,4.68,59600
2018-01-11,4.72,4.72,4.64,4.68,82900
2018-01-12,4.68,4.72,4.63,4.69,170100
2018-01-15,4.69,4.75,4.68,4.75,68800
2018-01-16,4.75,4.75,4.65,4.71,249500
2018-01-17,4.72,4.88,4.67,4.88,1956400
2018-01-18,4.85,5.01,4.8,4.93,329100
2018-01-19,4.91,5.12,4.88,5.05,500900
2018-01-22,5.04,5.25,4.99,5.17,791900
2018-01-23,5.17,5.32,5.06,5.27,150600
2018-01-24,5.28,5.45,5.21,5.35,1754500
2018-01-26,5.36,5.5,5.3,5.5,705100
2018-01-29,5.5,5.5,5.4,5.44,73700
2018-01-30,5.46,5.46,5.28,5.28,4336900
2018-01-31,5.18,5.44,5.18,5.29,297300
2018-02-01,5.32,5.45,5.22,5.29,553800
2018-02-02,5.29,5.36,5.19,5.25,362400
2018-02-05,5.29,5.37,5.16,5.24,140800
2018-02-06,5.21,5.26,5.01,5.18,609000
2018-02-07,5.15,5.58,5.15,5.41,1629500
2018-02-08,5.45,5.7,5.34,5.41,731900
2018-02-09,5.4,5.46,5.25,5.33,649100
2018-02-14,5.33,5.61,5.33,5.59,599900
2018-02-15,5.67,5.71,5.48,5.66,1106400
2018-02-16,5.65,5.72,5.59,5.65,357000
2018-02-19,5.57,5.68,5.57,5.66,102700
2018-02-20,5.56,5.7,5.56,5.64,225800
2018-02-21,5.64,5.75,5.63,5.7,806600
2018-02-22,5.7,5.78,5.67,5.73,661100
2018-02-23,5.76,5.78,5.64,5.78,2865100
2018-02-26,5.78,5.8,5.67,5.78,357200
2018-02-27,5.8,5.93,5.73,5.81,315400
2018-02-28,5.75,5.81,5.69,5.76,485600
2018-03-01,5.79,5.81,5.6,5.75,1109700
2018-03-02,5.7,5.74,5.33,5.65,1365200
2018-03-05,5.6,5.67,5.49,5.61,482000
2018-03-06,5.62,5.67,5.5,5.58,566100
2018-03-07,5.61,5.82,5.5,5.65,539200
2018-03-08,5.74,5.75,5.68,5.72,676000
2018-03-09,5.75,5.75,5.65,5.74,448200
2018-03-12,5.7,5.74,5.62,5.74,888400
2018-03-13,5.7,5.73,5.61,5.65,265100
2018-03-14,5.63,5.63,5.47,5.5,529200
2018-03-15,5.45,5.49,5.36,5.45,156600
2018-03-16,5.5,5.55,5.38,5.55,1785000
2018-03-19,5.56,5.67,5.46,5.63,177500
2018-03-20,5.62,5.62,5.51,5.6,85800
